id,name,birthYear
s000003854,Gordon Macrae,1921
s000003855,Michael Macrae,
s000003856,George Macready,1909
s000003857,Bill Macy,1922
s000003858,William H. Macy,
s000003859,Donald Madden,
s000003860,Peter Madden,1905
s000003861,Victor Maddern,1926
s000003862,Amy Madigan,
s000003863,Guy Madison,1922
s000003864,Noel Madison,1898
s000003865,Madonna,1959
s000003866,Patrick Magee,1924
s000003867,Anna Magnani,1907
s000003868,George Maharis,1928
s000003869,Jock Mahoney,1919
s000003870,John Mahoney,
s000003871,Marjorie Main,1890
s000003872,Marne Maitland,1920
s000003873,Lee Majors,1940
s000003874,Eliot Makeham,1882
s000003875,Chris Makepeace,
s000003876,Mako,
s000003877,Mala,1906
s000003878,Patrick Malahide,
s000003879,John Malcolm,
s000003880,Karl Malden,1913
s000003881,Laurent Malet,
s000003882,John Malkovich,
s000003883,Miles Malleson,1888
s000003884,Tania Mallett,
s000003885,Boots Mallory,1913
s000003886,Gina Malo,1909
s000003887,Dorothy Malone,1925
s000003888,Eily Malyon,1879
s000003889,Nick Mancuso,1956
s000003890,Robert Mandan,
s000003891,Miles Mander,1888
s000003892,Silvana Mangano,1937
s000003893,Karin Mani,
s000003894,Hank Mann,1887
s000003895,Guido Mannari,
s000003896,David Manners,1901
s000003897,Lucie Mannheim,1895
s000003898,Ettori Manni,1927
s000003899,Irene Manning,1917
s000003900,Dinah Manoff,
s000003901,Jayne Mansfield,1932
s000003902,Clelia Mantania,
s000003903,Paul Mantee,1936
s000003904,Joe Mantell,
s000003905,Kiti Manver,
s000003906,Leslie Manville,
s000003907,Linda Manz,1961
s000003908,David Manzy,
s000003909,Adele Mara,1923
s000003910,Jean Marais,1913
s000003911,Marcel Marceau,
s000003912,Sophie Marceau,1966
s000003913,Fredric March,1897
s000003914,Hal March,1920
s000003915,Jane March,1973
s000003916,Corinne Marchand,1928
s000003917,Henri Marchand,1898
s000003918,Nancy Marchand,
s000003919,Andrea Marcovicci,
s000003920,Theodore Marcuse,1920
s000003921,Janie Mareze,
s000003922,Arthur Margetson,1897
s000003923,Margo,1918
s000003924,Janet Margolin,1943
s000003925,Stuart Margolin,1940
s000003926,Michael Margotta,
s000003927,Cheech Marin,
s000003928,Jacques Marin,1919
s000003929,Rikki Marin,
s000003930,Howard MarionCrawford,1914
s000003931,Jane March,1973
s000003932,Jane Marken,1895
s000003933,Enid Markey,1890
s000003934,Kika Markham,
s000003935,Monte Markham,1935
s000003936,Ted Markland,
s000003937,John Marley,1916
s000003938,Hugh Marlowe,1911
s000003939,Scott Marlowe,
s000003940,Percy Marmont,1883
s000003941,Evaristo Marquez,
s000003942,Sally Marr,
s000003943,Kenneth Mars,1936
s000003944,Carol Marsh,1926
s000003945,Garry Marsh,1902
s000003946,Mae Marsh,1895
s000003947,Marion Marsh,1913
s000003948,Alan Marshal,1909
s000003949,Arthur Marshal,
s000003950,Brenda Marshall,1915
s000003951,Bryan Marshall,
s000003952,Connie Marshall,1938
s000003953,Don Marshall,
s000003954,E.G. Marshall,1910
s000003955,Herbert Marshall,1890
s000003956,James Marshall,1967
s000003957,Ken Marshall,
s000003958,Penny Marshall,
s000003959,Sarah Marshall,
s000003960,Tully Marshall,1864
s000003961,Zena Marshall,1926
s000003962,AnneMarie Martin,1957
s000003963,ChrisPin Martin,1894
s000003964,Dean Martin,1917
s000003965,Dewey Martin,1923
s000003966,Dick Martin,1923
s000003967,Edie Martin,1880
s000003968,Jean Martin,
s000003969,Marion Martin,1916
s000003970,Mary Martin,1913
s000003971,Millicent Martin,1934
s000003972,Pamela Sue Martin,
s000003973,Ross Martin,1920
s000003974,Steve Martin,1945
s000003975,Strother Martin,1920
s000003976,Tony Martin,1912
s000003977,Elsa Martinelli,1933
s000003978,Frederick Martini,
s000003979,Nino Martini,1904
s000003980,Al Martino,
s000003981,Leslie Martinson,
s000003982,Lee Marvin,1924
s000003983,Chico Marx,1886
s000003984,Groucho Marx,1890
s000003985,Harpo Marx,1888
s000003986,Gummo Marx,1893
s000003987,Zeppo Marx,1901
s000003988,Marx Brothers,n.a.
s000003989,Ron Masak,
s000003990,Giulietta Masina,1921
s000003991,Johnny Mask,
s000003992,Virginia Maskell,1936
s000003993,Henry Mason,
s000003994,Hilary Mason,
s000003995,Jack Mason,
s000003996,James Mason,1909
s000003997,Marsha Mason,1942
s000003998,Shirley Mason,1900
s000003999,Lea Massari,1933
s000004000,Osa Massen,1915
s000004001,Anna Massey,1937
s000004002,Daniel Massey,1933
s000004003,Edith Massey,
s000004004,Ilona Massey,1912
s000004005,Raymond Massey,1896
s000004006,Paul Massie,1932
s000004007,Mary Stuart Masterson,1967
s000004008,Peter Masterson,
s000004009,Sean Masterson,
s000004010,Mary Elizabeth Mastrantonio,
s000004011,Chiara Mastroianni,1972
s000004012,Marcello Mastroianni,1923
s000004013,Richard Masur,
s000004014,Clelia Matania,
s000004015,Julian Mateus,
s000004016,Aubrey Mather,1885
s000004017,James Mathers,
s000004018,Murray Matheson,1912
s000004019,Tim Matheson,1926
s000004020,Kerwin Mathews,1926
s000004021,Walter Matthau,1920
s000004022,A.E. Matthews,1869
s000004023,Jessie Matthews,1907
s000004024,Lester Matthews,1900
s000004025,Peter Matthey,
s000004026,Robin Mattson,
s000004027,Victor Mature,1915
s000004028,Billy Mauch,1925
s000004029,Bobby Mauch,1925
s000004030,Cyril Maude,
s000004031,Carmen Maura,
s000004032,Nicole Maurey,1925
s000004033,Edwin Maxwell,1886
s000004034,Elsa Maxwell,1883
s000004035,Lois Maxwell,1927
s000004036,Marilyn Maxwell,1921
s000004037,Elaine May,1932
s000004038,Mathilda May,1965
s000004039,Russ Mayberry,
s000004040,Eddie Mayehoff,1911
s000004041,Peter Mayhew,
s000004042,Bill Maynard,1928
s000004043,Ken Maynard,1895
s000004044,Ferdy Mayne,1916
s000004045,Virginia Mayo,1920
s000004046,Mike Mazurki,1909
s000004047,Melanie Mayron,
s000004048,Paul Mazursky,1938
s000004049,Marianne McAndrew,1938
s000004050,Ray McAnnely,
s000004051,Andrea McArdle,
s000004052,May McAvoy,1901
s000004053,Diane McBain,1941
s000004054,Donald McBride,1894
s000004055,Marcia McBroom,
s000004056,Frances Lee McCain,
s000004057,Irish McCalla,
s000004058,Lon McCallister,1923
s000004059,David McCallum,1933
s000004060,John McCallum,1917
s000004061,Neil McCallum,1929
s000004062,Mercedes McCambridge,1918
s000004063,Andrew McCarthy,
s000004064,Kevin McCarthy,1914
s000004065,Rue McClanahan,
s000004066,Fergus McClelland,
s000004067,Sean McClory,1923
s000004068,Doug McClure,1935
s000004069,Marc McClure,
s000004070,Keith McConnell,
s000004071,Richard McConnell,
s000004072,Kent McCord,
s000004073,Patty McCormack,1945
s000004074,F.J. McCormick,1891
s000004075,Myron McCormick,1908
s000004076,Pat McCormick,
s000004077,Alec McCowen,1925
s000004078,Tim McCoy,1891
s000004079,Van McCoy,
s000004080,Jeff McCracken,
s000004081,Jody McCrea,
s000004082,Joel McCrea,1905
s000004083,Hattie McDaniel,1895
s000004084,Hugh McDermott,1908
s000004085,Ruth McDevitt,1895
s000004086,Marie McDonald,1923
s000004087,Kit McDonough,
s000004088,Betty McDowall,
s000004089,Malcolm McDowell,1943
s000004090,Roddy McDowall,1928
s000004091,John McEnery,1945
s000004092,Peter McEnery,1940
s000004093,Arnie McEnroe,
s000004094,Spanky McFarland,1928
s000004095,Spanky McFarland,
s000004096,Darren McGavin,1922
s000004097,Vonetta McGee,
s000004098,Everett McGill,
s000004099,Ted McGinley,
s000004100,John McGiver,1913
s000004101,Frank McGlynn,1867
s000004102,Patrick McGoohan,1928
s000004103,Elizabeth McGovern,1961
s000004104,Alec McGowan,
s000004105,Ali McGraw,
s000004106,Charles McGraw,1914
s000004107,Angela Punch McGregor,
s000004108,Julie McGregor,
s000004109,Biff McGuire,1926
s000004110,Bill McGuire,
s000004111,Don McGuire,1919
s000004112,Dorothy McGuire,1919
s000004113,Marlena McGuire,
s000004114,Stephen McHattie,
s000004115,Frank McHugh,1899
s000004116,John McIntire,1907
s000004117,Michael McKean,
s000004118,Lonette McKee,
s000004119,Ian McKellen,1935
s000004120,Siobhan McKenna,1923
s000004121,T.P. McKenna,
s000004122,Virginia McKenna,1931
s000004123,Kate McKenzie,
s000004124,Leo McKern,1920
s000004125,Norman McKinnel,
s000004126,Bill McKinney,
s000004127,Victor McLaglen,1883
s000004128,Hollis McLaren,
s000004129,Gibb McLaughlin,1884
s000004130,John C. McLaughlin,
s000004131,Diana McLean,
s000004132,Catherine McLeod,1924
s000004133,Allyn Ann McLerie,1926
s000004134,John McLiam,
s000004135,Marshall McLuhan,
s000004136,Ed McMahon,
s000004137,John McMartin,
s000004138,Kenneth McMillan,
s000004139,Barbara McNair,
s000004140,Stephen McNally,1913
s000004141,Maggie McNamara,1928
s000004142,Gus McNaughton,1884
s000004143,Howard McNear,1905
s000004144,Patrick McNee,1922
s000004145,Claudia McNeil,
s000004146,Kathryn McNeil,
s000004147,Kristy McNichol,1963
s000004148,Maggie McOmie,
s000004149,Butterfly McQueen,1911
s000004150,Steve McQueen,1930
s000004151,Frank McRae,
s000004152,Ian McShane,1942
s000004153,Michael McShane,1955
s000004154,Robert McWade,1865
s000004155,Audrey Meadows,
s000004156,Jayne Meadows,1920
s000004157,Joyce Meadows,
s000004158,Anne Meara,1929
s000004159,DeAnn Mears,
s000004160,Sylvie Meda,
s000004161,Kay Medford,1914
s000004162,Patricia Medina,1921
s000004163,Michael Medwin,1923
s000004164,Donald Meek,1880
s000004165,George Meeker,
s000004166,Ralph Meeker,1920
s000004167,Thomas Meighan,1879
s000004168,John Meillon,1934
s000004169,Mariangela Melato,
s000004170,Claudine Melgrave,
s000004171,George S. Melies,1861
s000004172,Marisa Mell,1929
s000004173,Michael Melling,
s000004174,Fuller Mellish~jr.,
s000004175,Breno Mello,
s000004176,JeanPierre Melville,1917
s000004177,Sam Melville,
s000004178,Murray Melvin,1932
s000004179,Mauro Mendonco,
s000004180,Adolphe Menjou,1890
s000004181,Doro Merande,1898
s000004182,Nerida Mercado,
s000004183,Beryl Mercer,1882
s000004184,Vivien Merchant,1929
s000004185,Michele Mercier,1942
s000004186,Melina Mercouri,1923
s000004187,Burgess Meredith,1908
s000004188,Don Meredith,
s000004189,Lee Meredith,
s000004190,John Merivale,
s000004191,Philip Merivale,1886
s000004192,Lee Meriwether,1935
s000004193,Una Merkel,1903
s000004194,Ethel Merman,1908
s000004195,Mary Merrall,
s000004196,Dina Merrill,1928
s000004197,Gary Merrill,1914
s000004198,George Merritt,1890
s000004199,Jane Merrow,1941
s000004200,William Mervyn,1912
s000004201,Hannes Messemer,1924
s000004202,Mayo Methot,1904
s000004203,Art Metrano,1937
s000004204,Jim Metzler,
s000004205,Emile Meyer,1903
s000004206,Torben Meyer,
s000004207,Vittorio Mezzoglomo,
s000004208,Ralph Michael,1907
s000004209,Beverly Michaels,1927
s000004210,Dolores Michaels,1930
s000004211,Drew Michaels,
s000004212,Jordan Michaels,
s000004213,Matt Michaels,
s000004214,Keith Michell,1926
s000004215,Ann Michelle,
s000004216,Charlotte Michelle,
s000004217,Charles Middleton,1874
s000004218,Guy Middleton,1906
s000004219,Ray Middleton,1908
s000004220,Robert Middleton,1911
s000004221,Bette Midler,1944
s000004222,Toshiro Mifune,1920
s000004223,Tatsuta Mihashi,
s000004224,Mark Mikulski,
s000004225,Mario Milano,
s000004226,Bernard Miles,1907
s000004227,Joanna Miles,1949
s000004228,Kelly Miles,
s000004229,Lillian Miles,
s000004230,Peter Miles,1938
s000004231,Sarah Miles,1941
s000004232,Sherry Miles,
s000004233,Sylvia Miles,1926
s000004234,Vera Miles,1929
s000004235,Kim Milford,
s000004236,Penelope Milford,
s000004237,Tomas Milian,1938
s000004238,John Miljan,1893
s000004239,Ray Milland,1905
s000004240,Ray Millard,
s000004241,Ann Miller,1919
s000004242,Barry Miller,
s000004243,David Miller,1909
s000004244,Denny Miller,
s000004245,Dick Miller,1928
s000004246,Eve Miller,
s000004247,Frank Miller,
s000004248,Glenn Miller,1904
s000004249,Jason Miller,1939
s000004250,Kathleen Miller,
s000004251,Linda Miller,
s000004252,Mandy Miller,1944
s000004253,Mark Miller,
s000004254,Marvin Miller,1913
s000004255,Max Miller,1895
s000004256,Patsy Ruth Miller,1905
s000004257,Penelope Ann Miller,
s000004258,Seton I. Miller,1902
s000004259,Walter C. Miller,1892
s000004260,Andra Millian,
s000004261,Spike Milligan,1918
s000004262,Donna Mills,
s000004263,Hayley Mills,1946
s000004264,John Mills,1908
s000004265,Juliet Mills,1941
s000004266,Mort Mills,
s000004267,Martin Milner,1927
s000004268,Josh Milrad,
s000004269,Billy Milton,1905
s000004270,Yvette Mimieux,1939
s000004271,Esther Minciotti,1883
s000004272,Silvio Minciotti,1883
s000004273,Sal Mineo,1939
s000004274,Jan Miner,
s000004275,Liza Minnelli,1946
s000004276,Mary Miles Minter,1902
s000004277,Emile Minty,
s000004278,MiouMiou,1950
s000004279,Irene Miracle,
s000004280,Carmen Miranda,1913
s000004281,Isa Miranda,1905
s000004282,Helen Mirren,1926
s000004283,Cameron Mitchell,1918
s000004284,Channing Mitchell,
s000004285,Donna Mitchell,
s000004286,Duke Mitchell,
s000004287,Grant Mitchell,1874
s000004288,Julien Mitchell,1884
s000004289,Leigh Mitchell,
s000004290,Mary Mitchell,
s000004291,Millard Mitchell,1900
s000004292,Thomas Mitchell,1892
s000004293,Warren Mitchell,1926
s000004294,Yvonne Mitchell,1925
s000004295,Chris Mitchum,
s000004296,James Mitchum,1938
s000004297,John Mitchum,
s000004298,Robert Mitchum,1917
s000004299,Tom Mix,1880
s000004300,Nobuko Miyamoto,
s000004301,Jayne Modean,
s000004302,Matthew Modine,
s000004303,Gaston Modot,1887
s000004304,Grace `Bambi' Moehrle,1960
s000004305,Donald Moffat,
s000004306,Graham Moffatt,1919
s000004307,Sharyn Moffett,1936
s000004308,Gerald Mohr,1914
s000004309,Angela Molina,
s000004310,Georgia Moll,
s000004311,Henry Mollison,
s000004312,Pierre Mondy,1925
s000004313,Marilyn Monroe,1926
s000004314,Tony Monsanto,
s000004315,Lee Montague,1927
s000004316,Carlos Montalban,
s000004317,Ricardo Montalban,1920
s000004318,Bull Montana,1887
s000004319,Yves Montand,1921
s000004320,Lenny Montano,
s000004321,Joe Montegna,
s000004322,Maria Montez,1919
s000004323,M.J. Montfajon,
s000004324,Belinda J. Montgomery,1950
s000004325,Douglass Montgomery,1907
s000004326,Elizabeth Montgomery,1933
s000004327,George Montgomery,1916
s000004328,Julie Montgomery,
s000004329,Robert Montgomery,1904
s000004330,Jim Moody,
s000004331,Ron Moody,1924
s000004332,Keith Moon,
s000004333,Alvy Moore,
s000004334,Barry Moore,
s000004335,Candy Moore,
s000004336,Colleen Moore,1900
s000004337,Constance Moore,1919
s000004338,Demi Moore,
s000004339,Dennis Moore,
s000004340,Dickie Moore,1925
s000004341,Dudley Moore,1935
s000004342,Eileen Moore,
s000004343,Eva Moore,1870
s000004344,Grace Moore,1901
s000004345,Ida Moore,1883
s000004346,Juanita Moore,1922
s000004347,Julianne Moore,1961
s000004348,Kenny Moore,
s000004349,Kieron Moore,1925
s000004350,Mary Tyler Moore,1936
s000004351,Matt Moore,1888
s000004352,Owen Moore,1887
s000004353,Robert Moore,1927
s000004354,Roger Moore,1928
s000004355,Terry Moore,1929
s000004356,Tom Moore,1883
s000004357,Victor Moore,1876
s000004358,Agnes Moorehead,1906
s000004359,Santos Morales,
s000004360,Erin Moran,
s000004361,Gerard Moran,
s000004362,Lois Moran,1909
s000004363,Polly Moran,1884
s000004364,Kenneth More,1914
s000004365,Jeanne Moreau,1928
s000004366,Agnes Morehead,
s000004367,Mantan Moreland,1901
s000004368,Andre Morell,1909
s000004369,Rina Morelli,
s000004370,Antonio Moreno,1886
s000004371,Rita Moreno,1931
s000004372,Cindy Morgan,
s000004373,Debbi Morgan,
s000004374,Dennis Morgan,1910
s000004375,Frank Morgan,1890
s000004376,Hank Morgan,
s000004377,Harry Morgan,1915
s000004378,Helen Morgan,1900
s000004379,Michele Morgan,1920
s000004380,Ralph Morgan,1882
s000004381,Sidney Morgan,
s000004382,Stafford Morgan,
s000004383,Terence Morgan,1921
s000004384,Cathy Moriarty,
s000004385,Michael Moriarty,
s000004386,Patricia Morison,1915
s000004387,Lucilla Morlacchi,
s000004388,Gaby Morlay,1897
s000004389,Karen Morley,1905
s000004390,Robert Morley,1908
s000004391,Chester Morris,1901
s000004392,Garrett Morris,
s000004393,Glenn Morris,
s000004394,Greg Morris,1934
s000004395,Howard Morris,1919
s000004396,Lana Morris,1930
s000004397,Mary Morris,1895
s000004398,Mary Morris,1915
s000004399,Wayne Morris,1914
s000004400,Barbara  Morrison,1908
s000004401,Shelley Morrison,
s000004402,David Morrissey,19bb
s000004403,Doretta Morrow,1925
s000004404,Carrie Ann Morrow,1975
s000004405,Jeff Morrow,1913
s000004406,Jo Morrow,1940
s000004407,Joshua  Morrow,1975
s000004408,Carrie Ann  Morrow,1975
s000004409,Vic Morrow,1932
s000004410,Barry Morse,1919
s000004411,David Morse,
s000004412,Gary Morse,
s000004413,Helen Morse,
s000004414,Hilary Morse,
s000004415,Robert Morse,1931
s000004416,Clive Morton,1904
s000004417,Maurice Moscovitch,1871
s000004418,Ivan Mosjoukine,1889
s000004419,Roger Mosley,
s000004420,Arnold Moss,1910
s000004421,Joshua Mostel,
s000004422,Zero Mostel,1915
s000004423,Judy Motulsky,
s000004424,John MoulderBrown,1945
s000004425,Peggy Mount,1916
s000004426,Mickey Mouse,19bb
s000004427,Jane Movak,
s000004428,Movita,1915
s000004429,Alan Mowbray,1893
s000004430,Patrick Mower,1940
s000004431,Leonard Mudie,1884
s000004432,Cookie Mueller,1939
s000004433,Elizabeth Mueller,1926
s000004434,Armin MuellerStahl,1930
s000004435,Esther Muir,1895
s000004436,Gavin Muir,1907
s000004437,Madhabi Mukherjee,1942
s000004438,Jean Muir,1911
s000004439,G.H. Mulcaster,1891
s000004440,Diana Muldaur,1943
s000004441,Jack Mulhall,1888
s000004442,Edward Mulhare,1923
s000004443,Martin Mull,
s000004444,Jack Mullaney,1932
s000004445,Arthur Mullard,1910
s000004446,Barbara Mullen,1914
s000004447,Renate Muller,1907
s000004448,Richard Mulligan,1932
s000004449,Billy Mumy,
s000004450,Herbert Mundin,1898
s000004451,Meg Mundy,
s000004452,Paul Muni,1896
s000004453,Jonathan Munk,
s000004454,Caroline Munro,1951
s000004455,Janet Munro,1934
s000004456,Partice Munsel,1925
s000004457,Jules Munshin,1915
s000004458,Ona Munson,1906
s000004459,Irina Muravyova,
s000004460,Richard Murdoch,1907
s000004461,George Murdock,
s000004462,Audie Murphy,1924
s000004463,Ben Murphy,1941
s000004464,Charlie Murphy,
s000004465,Donald Murphy,
s000004466,Eddie Murphy,1960
s000004467,George Murphy,1902
s000004468,Mary Murphy,1931
s000004469,Michael Murphy,
s000004470,Rosemary Murphy,1925
s000004471,Barbara Murray,1929
s000004472,Bill Murray,
s000004473,Charlie Murray,1872
s000004474,Brian Doyle Murray,
s000004475,Don Murray,1929
s000004476,James Murray,1901
s000004477,Ken Murray,1903
s000004478,Mae Murray,1889
s000004479,Stephen Murray,1912
s000004480,Tom Murray,
s000004481,Peter MurrayHill,1908
s000004482,Tony Musante,1936
s000004483,Clarence Muse,1889
s000004484,Burt Mustin,1884
s000004485,Carmel Myers,1899
s000004486,Harry Myers,1886
s000004487,Susan Myers,
s000004488,Odette Myrtil,1898
s000004489,Jim Nabors,
s000004490,George Nader,1921
s000004491,Anne Nagel,1912
s000004492,Conrad Nagel,1896
s000004493,Joanne Nail,
s000004494,J.Carrol Naish,1900
s000004495,Laurence Naismith,1908
s000004496,Reggie Nalder,
s000004497,Nita Naldi,1899
s000004498,Jack Nance,
s000004499,John Nance,
s000004500,Alan Napier,1903
s000004501,Diana Napier,1908
s000004502,Brian Narelle,
s000004503,Owen Nares,1888
s000004504,Clarence Nash,
